ID	Token	Freq
1758	크라무	45
1759	몸집	44
1760	반짝이	44
1761	라든가	44
1762	반갑	44
1763	파리	44
1764	일종	44
1765	당한	44
1766	뒤쫓	44
1767	소련	44
1768	은하	44
1769	노예	44
1770	주장	44
1771	이마	44
1772	출입구	44
1773	들어갈	44
1774	카메라	44
1775	승객	44
1776	방사능	44
1777	마주	44
1778	22	44
1779	기르	44
1780	제대로	44
1781	렌쯔	44
1782	영사막	44
1783	마룻바닥	44
1784	ISLANDS	44
1785	IN	44
1786	SKY	44
1787	팍스	44
1788	창백	43
1789	고생	43
1790	호흡	43
1791	기쁜	43
1792	께서	43
1793	자고	43
1794	갖추	43
1795	인정	43
1796	벗어나	43
1797	엷	43
1798	늘	43
1799	식량	43
1800	전원	43
1801	억지로	43
1802	관찰	43
1803	만날	43
1804	만족	43
1805	삼	43
1806	컴퓨터	43
1807	음식	43
1808	불쑥	43
1809	내놓	43
1810	도무지	43
1811	이외	43
1812	분화구	43
1813	소장	43
1814	서치라이트	43
1815	새미	43
1816	궁전	43
1817	기야마	43
1818	결코	42
1819	따뜻	42
1820	심장	42
1821	복잡	42
1822	그치	42
1823	자랑	42
1824	쓰이	42
1825	말리	42
1826	색깔	42
1827	금성	42
1828	나란히	42
1829	귀중	42
1830	회복	42
1831	찾아가	42
1832	붙들	42
1833	진로	42
1834	14	42
1835	전등	42
1836	강철	42
1837	께	42
1838	알아차리	42
1839	참가	42
1840	소금	42
1841	방사	42
1842	담	42
1843	더라면	42
1844	한편	42
1845	부상	42
1846	어린이	42
1847	자루	42
1848	노	42
1849	지껄이	42
1850	정리	42
1851	태어난	42
1852	음악	42
1853	벌리	42
1854	드와이트	42
1855	생물학자	42
1856	나네트	42
1857	가데인	42
1858	크레이터	42
1859	되찾	41
1860	가끔	41
1861	햇빛	41
1862	자마자	41
1863	맛	41
1864	돌아서	41
1865	물러서	41
1866	이어지	41
1867	시킨	41
1868	건네	41
1869	탄	41
1870	내다보	41
1871	돌아갈	41
1872	어린애	41
1873	설치	41
1874	이틀	41
1875	상점	41
1876	펴	41
1877	자라	41
1878	빼	41
1879	시장	41
1880	엉뚱	41
1881	어린	41
1882	장난	41
1883	저건	41
1884	뚜껑	41
1885	병사	41
1886	저희	41
1887	가방	41
1888	차원	41
1889	애너메존	41
1890	돌고래	41
1891	계기	40
1892	핸들	40
1893	흔적	40
1894	펼쳐지	40
1895	대륙	40
1896	담배	40
1897	기회	40
1898	신문사	40
1899	제발	40
1900	뿜	40
1901	인기	40
1902	우수	40
1903	침몰	40
1904	꼼짝	40
1905	이거	40
1906	열선	40
1907	범죄	40
1908	들어간	40
1909	움직임	40
1910	양쪽	40
1911	밟	40
1912	제리겔	40
1913	요새	40
1914	때때로	40
1915	스피드	40
1916	밑바닥	40
1917	이튿날	40
1918	쌓	40
1919	매달리	40
1920	부서지	40
1921	그레고리	40
1922	화산	40
1923	니콜라스	40
1924	테드	40
1925	보건	40
1926	연습	40
1927	천문학자	40
1928	으리라고	39
1929	조직	39
1930	며칠	39
1931	가라앉	39
1932	안테나	39
1933	파랗ᆫ	39
1934	솟아오르	39
1935	빙그레	39
1936	방문	39
1937	다행	39
1938	짐작	39
1939	신기	39
1940	일어날	39
1941	이기	39
1942	발전소	39
1943	암흑	39
1944	통과	39
1945	덮	39
1946	찬성	39
1947	죄	39
1948	용서	39
1949	뿌리	39
1950	멸망	39
1951	의학	39
1952	달려들	39
1953	는다고	39
1954	괴상	39
1955	닫히	39
1956	드릴	39
1957	벌어지	39
1958	간단히	39
1959	차츰	39
1960	내쉬	39
1961	나타난	39
1962	적어도	39
1963	농담	39
1964	공	39
1965	반짝반짝	39
1966	쓸쓸	39
1967	일찍	39
1968	줄기	39
1969	부장	39
1970	네트	39
1971	가데	39
1972	ANDROMEDA	39
1973	NEBULA	39
1974	심슨	39
1975	얼음	38
1976	뽑	38
1977	우뚝	38
1978	없애	38
1979	품	38
1980	심부름	38
1981	새로	38
1982	탈	38
1983	다물	38
1984	덮이	38
1985	꼬리	38
1986	지식	38
1987	80	38
1988	청	38
1989	증명	38
1990	빼앗	38
1991	털	38
1992	그거	38
1993	경계	38
1994	깨끗	38
1995	불리	38
1996	낮추	38
1997	맑	38
1998	손짓	38
1999	기구	38
2000	광	38
2001	전송	38
2002	미리	38
2003	상당히	38
2004	자주	38
2005	가죽	38
2006	이빨	38
2007	땅바닥	38
2008	둘러싸	38
2009	카드	38
2010	Star	38
2011	Trek	38
2012	라아레	38
2013	떨어뜨리	37
2014	국민	37
2015	조정	37
2016	튀	37
2017	마음대로	37
2018	요리	37
2019	친절	37
2020	턱	37
2021	잡히	37
2022	멋진	37
2023	앞서	37
2024	스스로	37
2025	아뇨	37
2026	부수	37
2027	만지	37
2028	줍	37
2029	관한	37
2030	질리	37
2031	보호	37
2032	애쓰	37
2033	여	37
2034	잡지	37
2035	근방	37
2036	달라붙	37
2037	…	37
2038	서쪽	37
2039	다행히	37
2040	광장	37
2041	헬멧	37
2042	가버	37
2043	전함	37
2044	요크	37
2045	위원	37
2046	지진	37
2047	타무어	37
2048	WHEN	37
2049	WORLDS	37
2050	COLLIDE	37
2051	사크누셈	37
2052	그로이벤	37
2053	캐슬리	37
2054	제이슨	37
2055	시드니	37
2056	이리	36
2057	상냥	36
2058	마이크	36
2059	불과	36
2060	다음날	36
2061	노래	36
2062	토성	36
2063	지난	36
2064	성질	36
2065	상공	36
2066	밝히	36
2067	붙잡히	36
2068	띄	36
2069	가로지르	36
2070	복	36
2071	이스트	36
2072	폭풍	36
2073	핵	36
2074	는다면	36
2075	비하	36
2076	찌르	36
2077	날리	36
2078	로군	36
2079	똑바로	36
2080	저렇	36
2081	성인	36
2082	잊어버리	36
2083	신용	36
2084	영향	36
2085	분사	36
2086	파편	36
2087	생물학	36
2088	라든지	36
2089	내용	36
2090	구르	36
2091	짙	36
2092	마르	36
2093	책임	36
2094	카마이켈	36
2095	주식회사	36
2096	로뮬르스	36
2097	합신	36
2098	액	35
2099	극히	35
2100	보석	35
2101	도구	35
2102	점차	35
2103	모퉁이	35
2104	가로	35
2105	편리	35
2106	ᆫ가요	35
2107	표	35
2108	그저	35
2109	눈길	35
2110	빈	35
2111	축	35
2112	막히	35
2113	지대	35
2114	으리라	35
2115	살아가	35
2116	감정	35
2117	사정	35
2118	쌓이	35
2119	쏟아지	35
2120	그러자	35
2121	설마	35
2122	정상	35
2123	숙이	35
2124	을는지	35
2125	센티미터	35
2126	빠진	35
2127	이야말로	35
2128	회장	35
2129	고용	35
2130	끌리	35
2131	가니메데	35
2132	무선	35
2133	러닝	35
2134	램프	35
2135	사슴	35
2136	보험	35
2137	프램	35
2138	천문대	35
2139	삼성	35
2140	지갈	35
2141	일단	34
2142	돌보	34
2143	감탄	34
2144	통화	34
2145	따라서	34
2146	귀찮	34
2147	예정	34
2148	전선	34
2149	공원	34
2150	먹이	34
2151	인구	34
2152	나간	34
2153	상대방	34
2154	무게	34
2155	엎드리	34
2156	거라	34
2157	마	34
2158	보일	34
2159	조립	34
2160	버티	34
2161	부리	34
2162	테스트	34
2163	선물	34
2164	몰래	34
2165	살며시	34
2166	흙	34
2167	고향	34
2168	긴	34
2169	차차	34
2170	호주머니	34
2171	돌아올	34
2172	영원히	34
2173	비교	34
2174	수도	34
2175	아마존	34
2176	박물관	34
2177	이리하여	34
2178	독	34
2179	대부분	34
2180	슬픈	34
2181	부모	34
2182	심리학자	34
2183	여성	34
2184	갈색	34
2185	Immortality	34
2186	Inc.	34
2187	좀비	34
2188	하나님	34
2189	해파리	34
2190	스키	34
2191	시그너스	34
2192	할머니	34
2193	스콧	34
2194	누크	34
2195	우물	34
2196	노지러스	34
2197	무너지	33
2198	씻	33
2199	귀엽	33
2200	엄숙	33
2201	사과	33
2202	끊어지	33
2203	바뀌	33
2204	경치	33
2205	가정	33
2206	해저	33
2207	역	33
2208	40	33
2209	불쾌	33
2210	가게	33
2211	모자	33
2212	뛰어오르	33
2213	허가	33
2214	포기	33
2215	시민	33
2216	혜성	33
2217	포	33
2218	홀	33
2219	전진	33
2220	쑥	33
2221	는군요	33
2222	진지	33
2223	예상	33
2224	아니야	33
2225	목적지	33
2226	에서부터	33
2227	멍하니	33
2228	당	33
2229	미끄러지	33
2230	펼치	33
2231	용감	33
2232	목숨	33
2233	묶	33
2234	개구리	33
2235	뛰어가	33
2236	부자	33
2237	소용돌이	33
2238	한동안	33
2239	분해	33
2240	정원	33
2241	태풍	33
2242	침실	33
2243	튜브	33
2244	사이먼	33
2245	Amphibian	33
2246	Human	33
2247	야수	33
2248	베다	33
2249	함정	32
2250	필사	32
2251	11	32
2252	만난	32
2253	의지	32
2254	수십	32
2255	환영	32
2256	중지	32
2257	갸웃거리	32
2258	고프	32
2259	찌푸리	32
2260	표현	32
2261	밤하늘	32
2262	과일	32
2263	따라가	32
2264	이론	32
2265	더듬	32
2266	벗기	32
2267	우주정	32
2268	대꾸	32
2269	쓸모	32
2270	실수	32
2271	천만	32
2272	여섯	32
2273	시절	32
2274	죽일	32
2275	제지	32
2276	지경	32
2277	원하	32
2278	정면	32
2279	가짜	32
2280	어젯밤	32
2281	들어온	32
2282	이주	32
2283	워싱턴	32
2284	뒤따르	32
2285	부딪히	32
2286	뛰어난	32
2287	우	32
2288	절	32
2289	졸업	32
2290	원숭이	32
2291	통나무	32
2292	최대	32
2293	표본	32
2294	덤벼들	32
2295	뻗	32
2296	뭉치	32
2297	의장	32
2298	배터리	32
2299	옥상	32
2300	소중	31
2301	사회	31
2302	알아내	31
2303	눈보라	31
2304	이동	31
2305	번쩍번쩍	31
2306	존경	31
2307	운전	31
2308	조명	31
2309	일부	31
2310	쏘아보	31
2311	금	31
2312	60	31
2313	속이	31
2314	진정	31
2315	닮	31
2316	절대	31
2317	새삼	31
2318	플라스틱	31
2319	말투	31
2320	입장	31
2321	기술자	31
2322	아내	31
2323	올려놓	31
2324	또는	31
2325	개척	31
2326	자는	31
2327	튼튼	31
2328	얹	31
2329	남아메리카	31
2330	추장	31
2331	영어	31
2332	오두막	31
2333	형편	31
2334	동료	31
2335	모형	31
2336	노랗ᆫ	31
2337	넘기	31
2338	이식	31
2339	LOST	31
2340	RACE	31
2341	OF	31
2342	MARS	31
2343	테	31
2344	메두사	31
2345	헤르메스	31
2346	리자놀	30
2347	알맞	30
2348	특별히	30
2349	구원	30
2350	뾰족	30
2351	국	30
2352	휴식	30
2353	방금	30
2354	부끄럽	30
2355	열중	30
2356	관심	30
2357	식료품	30
2358	부족	30
2359	산책	30
2360	새파랗	30
2361	안정	30
2362	조종석	30
2363	천체	30
2364	무사	30
2365	놀이	30
2366	트럭	30
2367	우린	30
2368	군중	30
2369	폭도	30
2370	휘두르	30
2371	마이크로	30
2372	정의	30
2373	머리카락	30
2374	몸짓	30
2375	주민	30
2376	숫자	30
2377	파이프	30
2378	두렵	30
2379	거든요	30
2380	아기	30
2381	들이	30
2382	연결	30
2383	뒹굴	30
2384	피우	30
2385	부	30
2386	밀림	30
2387	헤매	30
2388	청중	30
2389	뱀	30
2390	자르	30
2391	꼴	30
2392	호수	30
2393	상승	30
2394	여름	30
2395	자유로이	30
2396	두드리	30
2397	효과	30
2398	하여간	30
2399	시리우스	30
2400	퍼킨스	30
2401	아이슬란드	30
2402	꿀	30
2403	첫	29
2404	힘없이	29
2405	24	29
2406	보낸	29
2407	점심	29
2408	어머	29
2409	치밀	29
2410	위협	29
2411	동체	29
2412	내뿜	29
2413	손목	29
2414	감기	29
2415	표시	29
2416	바닷물	29
2417	최고	29
2418	날아오	29
2419	방아쇠	29
2420	강철도시	29
2421	Caves	29
2422	Steel	29
2423	시경	29
2424	파트너	29
2425	끌어안	29
2426	상하	29
2427	열쇠	29
2428	가령	29
2429	법률	29
2430	현관	29
2431	고요	29
2432	논문	29
2433	포함	29
2434	부풀	29
2435	무성	29
2436	어떠	29
2437	맥	29
2438	다치	29
2439	반응	29
2440	근무	29
2441	덧붙이	29
2442	움츠리	29
2443	끼리	29
2444	서재	29
2445	시끄럽	29
2446	맞이	29
2447	동쪽	29
2448	코끼리	29
2449	상어	29
2450	궁	29
2451	살짝	29
2452	비상	29
2453	주고받	29
2454	폭풍우	29
2455	지하실	29
2456	용암	29
2457	광년	29
2458	형제	29
2459	깨	29
2460	토마스	29
2461	폐허	29
2462	긋	29
2463	주사위	29
2464	가아네	29
2465	는구나	28
2466	솜씨	28
2467	으로써	28
2468	진심	28
2469	진동	28
2470	걸어오	28
2471	눈초리	28
2472	힘들	28
2473	현상	28
2474	멍청	28
2475	단단	28
2476	풀리	28
2477	뛰어내리	28
2478	해설	28
2479	등장	28
2480	활약	28
2481	양친	28
2482	군데	28
2483	개조	28
2484	는군	28
2485	곧바로	28
2486	소란	28
2487	남녀	28
2488	모임	28
2489	임무	28
2490	옆방	28
2491	고도	28
2492	그야말로	28
2493	뜻밖	28
2494	어이	28
2495	푹	28
2496	달린	28
2497	길이	28
2498	설득	28
2499	화면	28
2500	북쪽	28
2501	씌	28
2502	난폭	28
2503	지방	28
2504	그린	28
2505	감독	28
2506	으려	28
2507	얼굴빛	28
2508	싸이	28
2509	글자	28
2510	엘	28
2511	일요일	28
2512	연못	28
2513	아슈	28
2514	젖	28
2515	땀	28
2516	태평양	28
2517	거울	28
2518	그물	28
2519	지저	28
2520	펠	28
2521	갱	28
2522	토우레	28
2523	DOWN	28
2524	TO	28
2525	EARTH	28
2526	빠져나가	27
2527	직업	27
2528	명예	27
2529	두려워하	27
2530	시가	27
2531	지름	27
2532	난처	27
2533	빙긋이	27
2534	딸	27
2535	판	27
2536	저절로	27
2537	섞이	27
2538	조절	27
2539	비웃	27
2540	회전	27
2541	유럽	27
2542	빙빙	27
2543	전멸	27
2544	수많	27
2545	느리	27
2546	하얗	27
2547	알아듣	27
2548	꾸미	27
2549	음모	27
2550	불쌍	27
2551	착수	27
2552	부하	27
2553	공학	27
2554	휙	27
2555	이루	27
2556	친하	27
2557	장래	27
2558	호기심	27
2559	웃음소리	27
2560	구두	27
2561	밤중	27
2562	화물	27
2563	표지	27
2564	똑똑	27
2565	걸린	27
2566	쟁이	27
2567	묘한	27
2568	음성	27
2569	고집	27
2570	굵	27
2571	촬영	27
2572	굽히	27
2573	새기	27
2574	이따금	27
2575	돌진	27
2576	바깥쪽	27
2577	케인	27
2578	필드	27
2579	가엾	27
2580	환경	27
2581	스파이	27
2582	어부	27
2583	데크스	27
2584	국왕	27
2585	마거릿	27
2586	에스퍼	27
2587	테일러	27
2588	리자	26
2589	냉정	26
2590	왜냐하면	26
2591	C	26
2592	가늘	26
2593	텔레비젼	26
2594	인하	26
2595	좀처럼	26
2596	발전	26
2597	우연히	26
2598	답니다	26
2599	올라타	26
2600	박수	26
2601	지하철	26
2602	기관	26
2603	수백	26
2604	액체	26
2605	즐기	26
2606	납치	26
2607	로써	26
2608	행방	26
2609	깨물	26
2610	마비	26
2611	가리	26
2612	해군	26
2613	레이	26
2614	희	26
2615	광산	26
2616	게나	26
2617	폭동	26
2618	바지	26
2619	해치우	26
2620	탁자	26
2621	화학	26
2622	네요	26
2623	끝난	26
2624	실행	26
2625	흉내	26
2626	돌아다보	26
2627	끌려가	26
2628	슬프	26
2629	한층	26
2630	웬일	26
2631	......!	26
2632	주저앉	26
2633	두세	26
2634	세월	26
2635	테라노돈	26
2636	모닥불	26
2637	햇볕	26
2638	저런	26
2639	잿빛	26
2640	동작	26
2641	침묵	26
2642	독일	26
2643	센티	26
2644	빨갛	26
2645	두텁	26
2646	짖	26
2647	....	26
2648	추	26
2649	춥	26
2650	춤	26
2651	76	26
2652	태연	26
2653	맬턴	26
2654	조난	26
2655	십자가	26
2656	샛별	26
2657	샤프	26
2658	뺨	25
2659	닦	25
2660	처리	25
2661	불행	25
2662	천재	25
2663	엄청난	25
2664	200	25
2665	깨끗이	25
2666	모처럼	25
2667	걸치	25
2668	빛내	25
2669	깨지	25
2670	내려놓	25
2671	대서양	25
2672	수고	25
2673	맛있	25
2674	가치	25
2675	유쾌	25
2676	수성	25
2677	날씨	25
2678	발생	25
2679	끈	25
2680	번쩍이	25
2681	재료	25
2682	튕기	25
2683	그립	25
2684	덥	25
2685	보급	25
2686	사흘	25
2687	증명서	25
2688	주제	25
2689	다시피	25
2690	습관	25
2691	폐	25
2692	랍니다	25
2693	자료	25
2694	반대쪽	25
2695	퍽	25
2696	터뜨리	25
2697	이놈	25
2698	떠난	25
2699	도리어	25
2700	신비	25
2701	성장	25
2702	종족	25
2703	기슭	25
2704	묻히	25
2705	수풀	25
2706	헤치	25
2707	쳐들	25
2708	지혜	25
2709	꽂	25
2710	거들	25
2711	지능	25
2712	홀로	25
2713	끝장	25
2714	뚱뚱	25
2715	부서진	25
2716	행	25
2717	기관총	25
2718	모여들	25
2719	복판	25
2720	쉴	25
2721	일본	25
2722	회	25
2723	식민	25
2724	저편	25
2725	받침대	25
2726	수천	25
2727	AL	25
2728	부부	25
2729	아메리카	25
2730	잔디밭	25
2731	차고	25
2732	아가미	25
2733	스핑크스	25
2734	넘치	24
2735	환하	24
2736	위대	24
2737	중계	24
2738	여유	24
2739	고자	24
2740	잔	24
2741	푸르	24
2742	초록색	24
2743	관하	24
2744	에겐	24
2745	그쪽	24
2746	정보	24
2747	느냐고	24
2748	조건	24
2749	아닐	24
2750	청동	24
2751	끼우	24
2752	군대	24
2753	걸터앉	24
2754	문자	24
2755	절반	24
2756	제각기	24
2757	갈아입	24
2758	실례	24
2759	벤	24
2760	수단	24
2761	현장	24
2762	탓	24
2763	연방	24
2764	틀림	24
2765	소름	24
2766	탄환	24
2767	때로	24
2768	끝없이	24
2769	덕분	24
2770	별나라	24
2771	순	24
2772	혼란	24
2773	풍경	24
2774	대나무	24
2775	물결	24
2776	오싹	24
2777	지점	24
2778	끌어당기	24
2779	부러지	24
2780	절단	24
2781	둥글	24
2782	달빛	24
2783	바싹	24
2784	방송국	24
2785	양복	24
2786	셀렌	24
2787	확	24
2788	캐	24
2789	응답	24
2790	소용돌이치	24
2791	감싸	24
2792	얼어붙	24
2793	왠지	24
2794	바아커	24
2795	괴수	24
2796	비행사	24
2797	고소	24
2798	하프	24
2799	트랙	24
2800	청소기	24
2801	오스트레일리아	24
2802	히스	24
2803	케이	24
2804	조개	24
2805	귀부인	24
2806	마개	24
2807	베란다	24
2808	도우엘	24
2809	라비노	24
2810	흘러내리	23
2811	거꾸로	23
2812	입체	23
2813	오오	23
2814	요구	23
2815	찡그리	23
2816	알아보	23
2817	설계	23
2818	갈라지	23
2819	풍기	23
2820	원래	23
2821	서서히	23
2822	내부	23
2823	드러내	23
2824	현대	23
2825	사다리	23
2826	악수	23
2827	다하	23
2828	운석	23
2829	분노	23
2830	가로막	23
2831	재산	23
2832	반란	23
2833	은지	23
2834	에선	23
2835	무서워하	23
2836	건너	23
2837	이후	23
2838	병기	23
2839	한가	23
2840	광물	23
2841	술	23
2842	엄청나	23
2843	봉지	23
2844	북	23
2845	전신	23
2846	유감	23
2847	우습	23
2848	대표	23
2849	마저	23
2850	어리둥절	23
2851	무장	23
2852	항	23
2853	밭	23
2854	되묻	23
2855	실현	23
2856	머	23
2857	마련	23
2858	아프리카	23
2859	목격	23
2860	터지	23
2861	고메즈	23
2862	깡통	23
2863	보낼	23
2864	내린	23
2865	자취	23
2866	깎	23
2867	껍질	23
2868	가루	23
2869	로저	23
2870	헤어지	23
2871	이리저리	23
2872	줄어들	23
2873	꾸	23
2874	라구	23
2875	승리	23
2876	해적	23
2877	정글	23
2878	난로	23
2879	G	23
2880	오토바이	23
2881	감옥	23
2882	곡괭이	23
2883	선택	23
2884	곳곳	23
2885	군함	23
2886	절망	22
2887	흘리	22
2888	슬픔	22
2889	뜻밖에	22
2890	전류	22
2891	자넨	22
2892	사라진	22
2893	실로	22
2894	교통	22
2895	사납	22
2896	칭찬	22
2897	지평선	22
2898	빙글빙글	22
2899	25	22
2900	유괴	22
2901	판단	22
2902	인형	22
2903	가느다랗ᆫ	22
2904	운전사	22
2905	너머	22
2906	비틀	22
2907	맹렬	22
2908	삼키	22
2909	부시	22
2910	살아갈	22
2911	진보	22
2912	주택	22
2913	군인	22
2914	제조	22
2915	중간	22
2916	용건	22
2917	눈부신	22
2918	하긴	22
2919	한꺼번에	22
2920	어조	22
2921	제도	22
2922	죽인	22
2923	연합	22
2924	개발	22
2925	근심	22
2926	전속력	22
2927	17	22
2928	기세	22
2929	주문	22
2930	폭	22
2931	진실	22
2932	의문	22
2933	충고	22
2934	입히	22
2935	진화	22
2936	두껍	22
2937	젊은이	22
2938	제법	22
2939	연단	22
2940	군데군데	22
2941	기둥	22
2942	잎	22
2943	이어서	22
2944	시카고	22
2945	탕	22
2946	끼이	22
2947	재촉	22
2948	수중	22
2949	지루	22
2950	수학	22
2951	도둑	22
2952	소행성	22
2953	집안	22
2954	정찰	22
